vehicle_number,leave_time,train,route_number,direction,service_key,trip_number,stop_time,arrive_time,dwell,location_id,door,lift,ons,offs,estimated_load,maximum_speed,train_mileage,pattern_distance,location_distance,x_coordinate,y_coordinate,data_source,schedule_status
3422,38593,6301,63,0,W,1020,38580,38593,0,5007,2,0,0,0,0,0,21.02,0,0,7642868.63,682378.04,2,5
3422,39624,6301,63,1,W,1020,39600,39624,0,11151,2,0,0,0,0,1,23.39,0,0,7636706.95,682867.12,2,5
3422,42223,6301,63,0,W,1030,42180,42223,0,5007,2,0,0,0,0,0,25.26,0,0,7642874.26,682377.89,2,5
3422,43252,6301,63,1,W,1030,43200,43252,0,11151,2,0,1,0,1,3,27.63,0,0,7636711.77,682865.16,2,5
3422,45835,6301,63,0,W,1040,45780,45835,0,5007,2,0,0,0,0,0,30.44,0,0,7642855.77,682376.56,2,5
3422,46817,6301,63,1,W,1040,46800,46817,0,11151,2,0,0,0,0,6,32.79,0,0,7636701.6,682868.36,2,5
3422,49396,6301,63,0,W,1050,49380,49396,0,5007,2,0,1,0,1,0,34.66,0,0,7642871.78,682380.87,2,5
3422,50496,6301,63,1,W,1050,50400,50496,0,11151,2,0,0,0,0,3,37.03,0,0,7636699.7,682864.76,2,5
3422,53040,6301,63,0,W,1060,52980,53040,0,5007,2,0,0,0,0,0,39.6,0,0,7642902.8,682361.8,2,5
3422,54082,6301,63,1,W,1060,54000,54082,0,11151,2,0,1,0,1,2,41.96,0,0,7636697.3,682917.72,2,5
3422,56628,6301,63,0,W,1070,56580,56628,0,5007,2,0,0,0,0,0,44.77,0,0,7642864.08,682380.72,2,5
3422,57649,6301,63,1,W,1070,57600,57649,0,11151,2,0,3,0,4,1,47.04,0,0,7636704.34,682865.37,2,5
3634,22405,1269,12,1,W,1040,22380,22405,0,5846,2,0,2,0,2,1,8.52,0,0,7619641.08,651044.14,2,5
3634,25936,1269,12,0,W,1065,27480,25936,0,10855,2,0,0,0,12,3,23.87,0,0,7673234.21,696420.06,2,5
3634,33022,1269,12,1,W,1105,32700,33022,0,5846,2,0,4,0,4,0,39.51,0,0,7619646.66,651041.8,2,5
3634,38315,1269,12,0,W,1180,38160,38315,0,10855,2,0,3,0,3,0,55.01,0,0,7673274.06,696475.21,2,5
3634,43643,1269,12,1,W,1220,43560,43643,0,5846,2,0,4,0,4,0,70.51,0,0,7619588.83,651076.61,2,5
3634,49888,1269,12,0,W,1310,49800,49888,0,10855,2,0,8,0,8,0,86.0,0,0,7673275.09,696475.55,2,5
3634,55367,1269,12,1,W,1350,55260,55367,0,5846,2,0,6,0,6,0,101.51,0,0,7619638.98,651042.38,2,5
3634,61537,1269,12,0,W,1440,61500,61537,0,10855,2,0,2,0,2,0,117.0,0,0,7673267.42,696466.26,2,5
3634,67183,1269,12,1,W,1480,67080,67183,0,5846,2,0,9,0,9,0,132.51,0,0,7619639.79,651043.81,2,5
3634,72519,1269,12,0,W,1530,72480,72519,0,10855,2,0,1,0,1,0,148.01,0,0,7673268.59,696471.71,2,5
3634,77885,1269,12,1,W,1530,77760,77885,0,5846,2,0,8,0,8,0,163.53,0,0,7619638.55,651045.67,2,5
3634,81949,1269,12,0,W,1600,83820,81949,0,10855,2,0,0,0,4,0,178.88,0,0,7673271.97,696473.81,2,5
3634,87797,1269,94,0,W,1400,87480,87797,0,3656,0,0,0,0,0,0,194.61,0,0,7619299.22,651444.75,2,5
4214,26511,604,6,1,W,1120,26340,26511,0,1026,2,0,2,0,2,3,9.66,0,0,7643967.1,716340.05,2,5
4214,30309,604,6,0,W,1130,29640,30309,0,1114,2,0,7,0,8,2,21.51,0,0,7640016.37,682419.91,2,5
4214,34158,604,6,1,W,1210,34140,34158,0,1026,2,0,5,0,5,0,32.96,0,0,7644042.46,716467.14,2,5
4214,37662,604,6,0,W,1220,37620,37662,0,1114,2,0,3,0,3,0,44.85,0,0,7640012.97,682436.42,2,5
4214,41961,604,6,1,W,1300,41940,41961,0,1026,2,0,5,0,5,0,56.28,0,0,7644048.11,716543.58,2,5
4214,45777,604,6,0,W,1310,45600,45777,0,1114,2,0,4,0,4,0,68.39,0,0,7640025.65,682450.3,2,5
4214,50730,604,6,1,W,1400,50700,50730,0,1026,2,0,3,0,3,0,79.82,0,0,7644031.64,716473.99,2,5
4214,54909,604,6,0,W,1440,54900,54909,0,1114,2,0,2,0,2,0,91.69,0,0,7640000.18,682484.91,2,5
4214,60852,604,6,1,W,1530,60840,60852,0,1026,2,0,2,0,2,0,103.1,0,0,7644042.45,716523.67,2,5
4214,64635,604,6,0,W,1570,64620,64635,0,1114,2,0,4,0,4,0,115.2,0,0,7640030.51,682421.35,2,5
4214,69822,604,6,1,W,1630,69720,69822,0,1026,2,0,7,0,6,0,126.64,0,0,7644045.12,716546.58,2,5
4214,73127,604,6,0,W,1670,73080,73127,0,1114,2,0,1,0,1,0,138.72,0,0,7640011.72,682428.06,2,5
4214,77924,604,6,1,W,1700,77820,77924,0,1026,2,0,5,0,5,0,150.18,0,0,7644041.38,716474.46,2,5
4214,81093,604,6,0,W,1740,81060,81093,0,1114,2,0,1,0,1,1,162.25,0,0,7640006.51,682434.77,2,5
4214,85308,604,6,1,W,1740,85260,85308,0,1026,2,0,1,0,1,0,173.72,0,0,7643963.18,716337.24,2,5
4214,88397,604,6,0,W,1780,88260,88397,0,1114,2,0,1,0,1,0,185.79,0,0,7640012.92,682434.59,2,5
3046,25927,7669,61,1,W,1060,25920,25927,0,9654,2,0,0,0,0,0,3.16,0,0,7612033.0,673614.4,2,5
3046,31305,7669,76,0,W,1038,31320,31305,0,9985,2,0,0,0,0,0,22.3,0,0,7612027.94,673616.73,2,5
3046,35445,7669,76,1,W,1050,35400,35445,0,3868,2,0,0,0,0,0,34.38,0,0,7625991.0,631854.45,2,5
3046,40246,7669,76,0,W,1075,40200,40246,0,9985,2,0,0,0,0,0,46.75,0,0,7612100.18,673487.01,2,5
3046,44451,7669,76,1,W,1095,44400,44451,0,3868,2,0,0,0,0,0,58.89,0,0,7625871.87,631748.7,2,5
3046,49664,7669,76,0,W,1125,49620,49664,0,9985,2,0,0,0,0,0,71.36,0,0,7612055.74,673665.18,2,5
3046,54263,7669,76,1,W,1145,54180,54263,0,3868,2,0,0,0,0,0,83.47,0,0,7625995.63,631854.69,2,5
3046,59605,7669,76,0,W,1175,59460,59605,0,9985,2,0,0,0,0,0,95.86,0,0,7612176.41,673551.22,2,5
3046,64128,7669,76,1,W,1195,64080,64128,0,3868,2,0,0,0,0,0,107.93,0,0,7625992.38,631858.06,2,5
3046,68627,7669,76,0,W,1220,68580,68627,0,9985,2,0,0,0,0,0,120.33,0,0,7612245.81,673655.02,2,5
3912,19770,7241,72,0,W,1050,19800,19770,0,13248,2,0,2,0,2,0,6.39,0,0,7671253.5,651847.45,2,5
3912,25164,7241,72,1,W,1110,25200,25164,0,115,2,0,0,0,0,1,23.0,0,0,7637649.49,696839.57,2,5
3912,30670,7241,72,0,W,1220,30660,30670,0,13248,2,0,2,0,2,0,39.5,0,0,7671233.66,651874.58,2,5
3912,36611,7241,72,1,W,1280,36660,36611,0,115,2,0,1,0,1,0,56.6,0,0,7637613.39,696774.9,2,5
3912,42594,7241,72,0,W,1390,42600,42594,0,13248,2,0,2,0,2,0,73.12,0,0,7671236.29,651867.22,2,5
3912,62665,254,2,1,W,1670,62640,62665,0,14231,2,0,0,0,0,4,109.24,0,0,7710374.3,675105.26,2,5
3912,67712,254,2,0,W,1670,67680,67712,0,9302,2,0,0,0,0,0,124.15,0,0,7644617.18,686007.45,2,5
3912,73953,254,2,1,W,1820,73920,73953,0,14231,2,0,0,0,0,0,138.9,0,0,7710396.6,675018.29,2,5
3912,78504,254,2,0,W,1820,78480,78504,0,9302,2,0,0,0,0,0,153.8,0,0,7644610.81,686008.72,2,5
3912,83549,254,2,1,W,1910,83520,83549,0,14231,2,0,0,0,0,0,168.55,0,0,7710393.49,675049.36,2,5
3912,87744,254,2,0,W,1910,87600,87744,0,9302,2,0,1,0,1,0,183.45,0,0,7644613.47,686012.3,2,5
3257,27210,3669,36,1,W,1020,27000,27210,0,7879,2,0,0,0,0,3,11.35,0,0,7624502.37,638001.87,2,5
3257,53594,4668,46,0,W,1050,53580,53594,0,9954,2,0,6,0,6,0,44.68,0,0,7565288.87,686018.28,2,5
3257,55508,4668,46,1,W,1060,55500,55508,0,10063,2,0,0,0,1,2,54.07,0,0,7580591.61,693960.39,2,5
3257,58014,4668,46,0,W,1060,57900,58014,0,9954,2,0,1,0,1,0,62.66,0,0,7565291.6,686023.66,2,5
3257,59953,4668,46,1,W,1070,59940,59953,0,10063,2,0,0,0,1,1,72.04,0,0,7580589.23,693975.06,2,5
3257,60903,4668,46,0,W,1070,60900,60903,0,10278,2,0,0,0,0,4,76.85,0,0,7570361.99,695726.43,2,5
3257,62162,4668,46,1,W,1080,62160,62162,0,10063,2,0,2,0,3,0,82.55,0,0,7580588.84,693961.94,2,5
3257,64446,4668,46,0,W,1080,64380,64446,0,9954,2,0,2,0,2,0,91.15,0,0,7565293.28,686019.97,2,5
3257,66251,4668,46,1,W,1090,66240,66251,0,10063,2,0,0,0,0,1,100.53,0,0,7580592.45,693971.31,2,5
3257,68343,4668,46,0,W,1090,68280,68343,0,9954,2,0,3,0,2,0,109.11,0,0,7565296.35,686027.9,2,5
3257,69971,4668,46,1,W,1100,69900,69971,0,10063,0,0,0,0,0,0,118.54,0,0,7580431.11,693864.9,2,5
4003,23370,6169,61,1,W,1030,23220,23370,0,9654,2,0,5,0,6,0,3.19,0,0,7612137.11,673567.66,2,5
4003,27402,6169,1,1,W,1040,27360,27402,0,6029,2,0,2,0,2,0,16.92,0,0,7632250.99,667580.74,2,5
4003,55430,5568,55,0,W,5568,55380,55430,0,1113,2,0,0,0,0,0,48.7,0,0,7640514.47,682226.57,2,5
4003,61974,5568,55,0,W,1010,61920,61974,0,12792,2,0,1,0,1,0,62.94,0,0,7640570.1,682197.71,2,5
3015,20728,2071,20,1,W,1060,20580,20728,0,9654,2,0,3,0,3,0,3.56,0,0,7612170.03,673624.35,2,5
3015,26660,2071,20,0,W,1170,28020,26660,0,14202,2,0,1,0,1,0,29.47,0,0,7708198.98,675094.29,2,5
3015,36404,2071,20,1,W,1240,36360,36404,0,9654,2,0,1,0,1,0,54.84,0,0,7612066.63,673597.02,2,5
3015,43643,2071,20,0,W,1360,45000,43643,0,14202,2,0,1,0,1,0,80.87,0,0,7708199.04,675096.85,2,5
3015,52090,2071,20,1,W,1440,53940,52090,0,9654,2,0,1,0,1,0,106.23,0,0,7612076.14,673498.64,2,5
3015,63688,2071,20,0,W,1570,63660,63688,0,14202,2,0,2,0,2,0,132.37,0,0,7708099.47,675105.06,2,5
3015,72497,2071,20,1,W,1620,72420,72497,0,9654,2,1,7,0,7,0,157.69,0,0,7612123.76,673693.15,2,5
3015,79722,2071,20,0,W,1660,81060,79722,0,14202,2,0,2,0,2,0,183.61,0,0,7708148.12,675102.07,2,5
3934,49062,8736,87,1,W,1180,49020,49062,0,4522,0,0,0,0,0,0,4.81,0,0,7696056.12,670564.13,2,5
3934,51592,8736,87,0,W,1200,53400,51592,0,8194,0,0,0,0,0,0,16.4,0,0,7673407.89,686267.77,2,5
3934,56235,8736,87,1,W,1220,56220,56235,0,4522,0,0,0,0,1,0,28.96,0,0,7696146.69,670722.39,2,5
3934,60918,8736,87,0,W,1240,60600,60918,0,8194,2,0,3,0,3,0,40.91,0,0,7673377.64,686287.51,2,5
3934,63809,8736,87,1,W,1260,63660,63809,0,4522,2,0,0,0,1,4,52.28,0,0,7696062.52,670794.84,2,5
3217,27098,9477,94,1,W,1135,27000,27098,0,14108,2,0,1,0,1,2,13.32,0,0,7600522.62,625019.99,2,5
3217,56172,3870,38,1,W,1050,55980,56172,0,7879,2,0,0,0,0,1,51.92,0,0,7624513.5,638013.97,2,5
3217,59445,3870,38,0,W,1060,61800,59445,0,9044,0,0,0,0,0,0,66.15,0,0,7642088.37,681525.58,2,5
3162,21356,2072,20,1,W,1070,21360,21356,0,9654,2,0,2,0,2,7,3.53,0,0,7612060.94,673595.36,2,5
3162,28958,2072,20,0,W,1180,28980,28958,0,14202,2,0,0,0,0,0,29.57,0,0,7708141.56,675106.61,2,5
3162,37419,2072,20,1,W,1250,37200,37419,0,9654,2,0,2,0,2,0,54.85,0,0,7612115.23,673574.12,2,5
3162,45450,2072,20,0,W,1370,45900,45450,0,14202,2,0,1,0,1,0,80.76,0,0,7708202.95,675099.67,2,5
3162,54801,2072,20,1,W,1450,54780,54801,0,9654,2,0,5,0,5,0,105.97,0,0,7612018.87,673514.49,2,5
3162,64618,2072,20,0,W,1575,64680,64618,0,14202,2,0,1,0,1,0,131.98,0,0,7708008.69,675116.34,2,5
3162,73716,2072,20,1,W,1630,73620,73716,0,9654,2,0,3,0,4,0,157.29,0,0,7612098.13,673649.02,2,5
3162,82926,2072,20,0,W,1670,82980,82926,0,14202,2,0,8,0,8,0,183.19,0,0,7708160.26,675105.43,2,5
3110,23724,6803,68,1,W,1040,23700,23724,0,3052,2,0,1,0,1,0,3.52,0,0,7640849.14,682388.93,2,5
3110,26279,6803,68,1,W,1060,26280,26279,0,3052,2,0,0,0,0,0,9.46,0,0,7640803.63,682412.77,2,5
3110,29889,6803,68,1,W,1090,29880,29889,0,3052,2,0,0,0,0,0,15.37,0,0,7640799.6,682405.95,2,5
3110,42986,7208,72,1,W,1370,42966,42986,0,3153,2,0,2,0,4,5,28.67,0,0,7645060.39,698733.41,2,2
3110,49154,7208,72,0,W,1480,48960,49154,0,13248,2,0,1,0,1,0,43.04,0,0,7671223.87,651943.76,2,5
3110,55529,7208,72,1,W,1660,55440,55529,0,115,2,0,1,0,1,0,60.05,0,0,7637611.4,696758.54,2,5
3110,62117,7208,72,0,W,1800,61920,62117,0,13248,2,1,3,0,3,0,76.54,0,0,7671255.56,651827.33,2,5
3110,68992,7208,72,1,W,1930,68940,68992,0,115,2,0,1,0,1,0,93.55,0,0,7637621.6,696756.44,2,5
3939,20912,1235,12,0,W,1035,20760,20912,0,10855,2,0,2,0,2,1,5.49,0,0,7673250.57,696458.67,2,5
3939,25301,1235,12,1,W,1053,25200,25301,0,5846,2,0,4,0,4,0,20.98,0,0,7619653.18,651045.26,2,5
3939,30283,1235,12,0,W,1090,30180,30283,0,10855,2,0,3,0,3,0,36.46,0,0,7673270.55,696468.37,2,5
3939,35583,1235,12,1,W,1130,35460,35583,0,5846,2,0,5,0,5,0,51.96,0,0,7619651.45,651047.5,2,5
3939,40950,1235,12,0,W,1210,40800,40950,0,10855,2,0,3,0,3,0,67.43,0,0,7673263.75,696472.92,2,5
3939,46482,1235,12,1,W,1250,46260,46482,0,5846,2,1,7,0,7,0,82.92,0,0,7619591.28,651081.65,2,5
3937,53883,2238,22,0,W,1190,53820,53883,0,8194,2,0,2,0,1,0,3.75,0,0,7673326.73,686060.86,2,5
3937,54878,2238,22,1,W,1200,54960,54878,0,6748,0,0,0,0,0,0,7.87,0,0,7684998.37,693392.33,2,5
3937,57506,2238,23,0,W,1100,57480,57506,0,8194,2,0,1,0,1,0,13.81,0,0,7673317.78,686051.97,2,5
3937,59002,2238,23,1,W,1110,59040,59002,0,10790,0,0,0,0,1,0,19.09,0,0,7687162.46,693857.35,2,5
3937,61238,2238,22,0,W,1230,61260,61238,0,8194,2,0,1,0,1,0,24.22,0,0,7673314.45,686052.05,2,5
3937,62392,2238,22,1,W,1240,62460,62392,0,6748,0,0,0,0,0,0,28.32,0,0,7684892.01,693504.4,2,5
3937,65111,2238,23,0,W,1120,65100,65111,0,8194,2,0,1,0,1,0,34.27,0,0,7673320.95,686055.53,2,5
3937,66388,2238,23,1,W,1130,66660,66388,0,10790,0,0,0,0,0,0,39.55,0,0,7687166.64,693829.89,2,5
3937,68945,2238,23,0,W,1130,68940,68945,0,8194,2,0,1,0,0,0,44.68,0,0,7673316.28,686053.1,2,5
3937,70136,2238,23,1,W,1140,70320,70136,0,10790,0,0,0,0,0,0,50.06,0,0,7687169.53,693760.52,2,5
3916,21382,5537,155,0,W,1020,21360,21382,0,13248,2,0,2,0,2,0,6.44,0,0,7671257.17,651910.45,2,5
3916,22503,5537,155,1,W,1020,22500,22503,0,13888,2,0,0,0,1,1,11.91,0,0,7692309.16,648053.76,2,5
3916,25529,5537,155,0,W,1040,25380,25529,0,13248,2,0,5,0,5,0,17.43,0,0,7671228.12,651879.1,2,5
3916,26694,5537,155,1,W,1040,26700,26694,0,13888,2,0,0,0,2,1,22.94,0,0,7692311.07,648037.66,2,5
3916,29273,5537,155,0,W,1060,29220,29273,0,13248,2,0,2,0,2,0,28.45,0,0,7671245.93,651852.38,2,5
3916,30541,5537,155,1,W,1060,30540,30541,0,13888,0,0,0,0,0,0,33.96,0,0,7692318.03,647955.07,2,5
3901,25102,1934,19,0,W,1007,25020,25102,0,8194,2,0,0,0,0,2,3.05,0,0,7673259.21,686378.07,2,5
3901,29758,1934,19,1,W,1020,29760,29758,0,13145,2,0,0,0,0,0,18.9,0,0,7672275.47,663596.28,2,5
3901,36080,1934,19,0,W,1050,35940,36080,0,8194,2,0,4,0,4,1,36.8,0,0,7673437.28,686043.44,2,5
3901,41851,1934,19,1,W,1080,41880,41851,0,13145,2,0,2,0,2,0,53.09,0,0,7672275.77,663598.09,2,5
